ID,English,German,Spanish,French,Italian,Korean,Polish,Portuguese,Russian,Slovak,Turkish,ChineseSimplified,Ukrainian,Japanese
Map037_EV022_Page3_8_ShowText,ม่ายยย! \\.\\.อย่าทำนะ!,"""Neeein! \\.\\.Bloß nicht!""",¡Nooo! \\.\\.¡No lo haga!,Nooon ! \\.\\.Faites pas ça !,Nooo! Vi prego!,"""안 돼요오옷! \\.\\.그럴 필요 없어요!""","""Nieee! \\.\\.Niech nie kupuje!""","""Nããão! \\.\\.Não faça isso!""",Неееет! \\.\\.Не надо!,Nieee! \\.\\.Nerobte to!,Hayııır! \\.\\.Yapma!,“不——！\\.\\.别那么做！”,Ні-і-і! \\.\\.Не робіть цього!,えー！！\\.\\.ダメだよ！
Map037_EV022_Page3_8_ShowText_NameBox,Sarah,Sarah,Sarah,Sarah,Sarah,사라,Sarah,Sarah,Сара,Sarah,Sarah,Sarah,Сара,サラ
Map037_EV022_Page3_9_ShowText,เธอจะซื้อให้เหรอ?!,"""Echt?!""",¿¡Lo hará!?,Vraiment ?!,Davvero?!,"""정말요?!""","""Serio?!""","""É sério?!""",Правда?!,Kúpi?!,Alır mı?!,“她会吗？！”,Купить?!,ホント！？
Map037_EV022_Page3_9_ShowText_NameBox,Tommy,Tommy,Tommy,Tommy,Tommy,토미,Tommy,Tommy,Томми,Tommy,Tommy,Tommy,Томмі,トミー
Map037_EV022_Page3_10_ShowText,เอ่อ... \\.\\.ฟังนะ \\.ฉันจะซื้อใหม่ให้คุณ,"""Ähm. . . \\.\\.Pass auf, \\.ich kaufe dir einen neuen.""","Eh. . . \\.\\.Mira, \\.te compraré otra.","Euh... \\.\\.Écoute, \\.je t’en achèterai un autre.","Uh. . . Guarda, ti compreremo un'altra
palla a lavoro concluso.","""어. . . \\.\\.그래, \\.내가 하나 사줄게.""","""Eee. . . \\.\\.Słuchaj, \\.kupię ci nową.""","""Hum. . . \\.\\.Olha, \\.eu compro uma nova pra você.""","Ну. . . \\.\\.Слушай, \\.я куплю тебе другой мяч.","Ah. . . \\.\\.Pozri, \\.kúpim ti druhú.","Ah. . . \\.\\.Bak, \\.sana yenisini alırım.",“呃……\\.\\.听着，\\.我会再给你买一个的。”,"М-м-м… \\.\\.Слухай, \\.я куплю тобі ще один.","じゃ…\\.\\.じゃあ、
私が新しいのを買ってあげるわ。"
Map037_EV022_Page3_10_ShowText_NameBox,ดอกเตอร์โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map037_EV022_Page3_11_ShowText,ม่ายย! \\.\\.อย่าทำนะ!,"""Neeein! \\.\\.Bloß nicht!""",¡Nooo! \\.\\.¡No lo haga!,Nooon ! \\.\\.Faites pas ça !,Nooo! Vi prego!,"""안 돼요오옷! \\.\\.그럴 필요 없어요!""","""Nieee! \\.\\.Nie kupuj!""","""Nããão! \\.\\.Não faça isso!""",Неееет! \\.\\.Не надо!,Nieee! \\.\\.Nerobte to!,Hayııır! \\.\\.Yapma!,“不——！\\.\\.别那么做！”,Ні-і-і! \\.\\.Не робіть цього!,えー！！\\.\\.ダメだよ！
Map037_EV022_Page3_11_ShowText_NameBox,ซาร่าห์,Sarah,Sarah,Sarah,Sarah,사라,Sarah,Sarah,Сара,Sarah,Sarah,Sarah,Сара,サラ
Map037_EV022_Page3_12_ShowText,คุณจะทำจริงเหรอ!,"""Echt?!""",¿¡Lo hará!?,Vraiment ?!,Davvero?!,"""정말요?!""","""Naprawdę?!""","""É sério?!""",Правда?!,Kúpiš?!,Alır mısın?!,“你会吗？！”,Купите?!,ホント！？
Map037_EV022_Page3_12_ShowText_NameBox,ทอมมี่,Tommy,Tommy,Tommy,Tommy,토미,Tommy,Tommy,Томми,Tommy,Tommy,Tommy,Томмі,トミー
Map037_EV022_Page3_13_ShowText,โอ้ใช่ \\.แน่นอน \\.\\.แค่ไปถามเธอทีหลัง,"""Na klar, \\.sicher. \\.\\.Frag sie einfach nachher nochmal.""","Claro, \\.seguro. \\.\\.Simplemente pídeselo más tarde.","Oh oui, \\.bien sûr. \\.\\.Demande-lui juste après.","Ma sì, figurati. Ricordati di chiederglielo
più tardi.","""아, \\.그야 물론. \\.\\.나중에 직접 말하렴.""","""Tak, tak, \\.pewnie. \\.\\.Tylko przypomnij jej później.""","""Ah sim, \\.claro. \\.\\.É só lembrá-la depois.""","Да, \\.конечно. \\.\\.Только не забудь ей напомнить.","No áno, \\.určite. \\.\\.Len sa jej na to spýtaj.","Aa evet, \\.tabii. \\.\\.Daha sonra hatırlat ona.",“哦，是的，\\.一定会的。\\.\\.只要之后找她要就行。”,"Так, \\.звичайно. \\.\\.Просто попроси її пізніше.","おー、\\.\\.ホントだぞ。
\\.\\.あとで直接頼んでみなさい。"
Map037_EV022_Page3_13_ShowText_NameBox,ดร.วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map037_EV022_Page3_14_ShowText,แต่เราคงต้องไปกันแล้วนะ\\.,""". . . Wir müssen bald mal weiter,\\. Kinder.""",". . . Ahora estamos algo ocupados,\\. lo siento.","... Mais là, on doit vraiment continuer.",". . . Adesso trottiamo verso la nostra 
destinazione, però.",""". . . 근데 지금은 계속 가야겠구나,\\. 애들아.""",""". . . A teraz\\. powinniśmy ruszać dalej.""",""". . . Agora\\. nós realmente temos que ir.""",". . . Вообще-то, нам нужно идти.",". . . Ale už musíme ísť,\\. ďalej.",. . . Çünkü şu an gitmemiz gerekiyor.,“……不过，\\.我想我们现在该继续前进了。”,… Але наразі ми трохи поспішаємо.,…でも今は、\\.\\.先を急ごう。
Map037_EV022_Page3_14_ShowText_NameBox,ดร.วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map037_EV022_Page3_15_ShowText,ได้ \\.\\.แต่เราคงต้องไปกันแล้วนะ,"""Sicher doch. \\.\\.Aber jetzt müssen wir erst mal weiter.""",Claro. \\.\\.Pero ahora tenemos que continuar.,"Bien sûr. \\.\\.Mais on doit continuer, maintenant.","Certamente. Dobbiamo affrettarci, però.","""응. \\.\\.하지만 지금은 계속 가야겠구나.""","""Jasne. \\.\\.Ale teraz lepiej się pospieszmy.""","""Claro. \\.\\.Mas agora a gente precisa ir.""","Конечно. \\.\\.Но, вообще-то, нам уже нужно идти.",Určite. \\.\\.ale už musíme ísť ďalej.,Tabii. \\.\\.Ama şu an gitmemiz gerekiyor.,“当然。\\.\\.但是现在我们应该继续前进了。”,Звичайно. \\.\\.Але наразі ми поспішаємо.,本当よ。\\.\\.でも今は、先を急ぎましょう。
Map037_EV022_Page3_15_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map037_EV024_Page1_0_ShowText,มันเป็นอะไรที่... \\.\\.ลูกบอลชายหาดแปลกๆ,"""Das ist sowas wie ein. . . \\.\\.ultracooler Strandball.""",Es una especie de. . . \\.\\.pelota de playa molona.,On dirait un... \\.\\.ballon de plage flambant neuf.,"È un. . . pallone da spiaggia alla moda. 
Il motivo è forestale.","""이건 그러니까. . . \\.\\.탱탱볼이네.""","""To jakaś. . . \\.\\.nowoczesna piłka plażowa.""","""É algum tipo de. . . \\.\\.Bola de praia camuflada?""",Это что-то типа. . . \\.\\.новенького пляжного мяча.,je to nejaká. . . \\.\\.plážová lopta.,Bu benzersiz bir deniz topu gibi.,“好像是某种……\\.\\.奇趣沙滩球。”,Це схоже на… \\.\\.новий пляжний м’яч.,"ビーチボール…
\\.\\.いたずらグッズね。"
Map037_EV024_Page1_0_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map037_EV025_Page1_0_ShowText,มันอยู่ตรงนี้!!,"""<i>ER IST HIER!!</i>""",<i>¡¡AQUÍ ESTÁ!!</i>,<i>IL EST LÀ !!</i>,<i>ECCOLO!!</i>,"""<i>여깄다!!</i>""","""<i>TU JEST!!</i>""","""<i>EU ACHEI!!</i>""",<i>ОН ЗДЕСЬ!!</i>,<i>TU JE!!</i>,<i>İŞTE BURADA!!</i>,“ <b><i>在这儿！！</i></b> ”,<i>ВІН ТУТ!!</i>,あ！！\\.\\.こんなとこにあったー！！
Map037_EV025_Page1_0_ShowText_NameBox,ทอมมี่,Tommy,Tommy,Tommy,Tommy,토미,Tommy,Tommy,Томми,Tommy,Tommy,Tommy,Томмі,トミー
Map037_EV025_Page1_1_ShowText,เอ่อ...?,"""Was. . . ?""",¿Em. . . ?,Euh... ?,Eh. . .?,"""엉. . . ?""","""Eee. . . ?""","""Hum. . . ?""",Эээ. . . ?,Er. . . ?,Ee. . . ?,“呃……？”,Ем-м?..,え…？
Map037_EV025_Page1_1_ShowText_NameBox,ดร.วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map037_EV025_Page1_2_ShowText,หะ...?,"""Wer. . . ?""",¿Mmm. . . ?,Euh... ?,Uh. . .?,"""뭐. . . ?""","""Hmm. . . ?""","""Hein. . . ?""",А. . . ?,Hmm. . . ?,Ha. . . ?,“哈……？”,А?..,え…？
Map037_EV025_Page1_2_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map037_EV025_Page1_3_ShowText,ลูกบอลชายหาดแปลกๆของฉัน...\\.\\. ฉันคิดว่าทำหายไปแล้ว!,"""Mein ultracooler Strandball. . .\\.\\.
Ich dachte, ich hätte ihn verloren!""",Mi pelota de playa molona. . .\\.\\. ¡Creí que la había perdido!,"Mon ballon de plage tout neuf...\\.\\.
Je pensais que j’l’avais perdu !",Il mio pallone da spiaggia. . . credevo di averlo perso!,"""내 탱탱볼. . .\\.\\. 잃어버린 줄 알았는데!""","""Moja nowoczesna piłka plażowa. . .\\.\\. 
Byłem pewny, że ją zgubiłem!""","""Minha bola de praia camuflada. . .\\.\\. Tinha sumido!""","Мой новенький пляжный мяч. . .\\.\\. А я думал, что потерял его!","Moja plážová lopta. . .\\.\\. Myslel som, že som ju stratil!",Benzersiz plaj topum. . .\\.\\. Kaybettim sanıyordum!,“我的奇趣沙滩球……\\.\\.我还以为弄丢它了！”,"Мій новий пляжний м’яч…\\.\\. Я думав, він загубився!","いたずらグッズのビーチボール！\\.\\.
もう見つからないかとおもったよー！"
Map037_EV025_Page1_3_ShowText_NameBox,ทอมมี่,Tommy,Tommy,Tommy,Tommy,토미,Tommy,Tommy,Томми,Tommy,Tommy,Tommy,Томмі,トミー
Map037_EV025_Page1_4_ShowText,โอ้.,""". . . Aha.""",. . . Oh.,... Oh.,. . . Oh.,""". . . 아.""",""". . . Aha.""",""". . . Ah.""",. . . Ох.,. . . Ou.,. . . Oo.,“……哦。”,…О-о-о.,…なるほど。
Map037_EV025_Page1_4_ShowText_NameBox,ดอกเตอร์วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map037_EV025_Page1_5_ShowText,อ่า.,""". . . Soso.""",. . . Ah.,... Ah.,. . . Ah.,""". . . 아.""",""". . . Aha.""",. . . Ah.,. . . Ах.,. . . Ah.,. . . Aa.,“……啊。”,…А-а-а.,ああ…
Map037_EV025_Page1_5_ShowText_NameBox,ดอกเตอร์โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map037_EV025_Page1_6_ShowText,มันก็โง่ดีนั่นแหละ.,"""Der ist eh sowas von doof.""","Da lo mismo, era muy fea.",Il est naze de toute façon.,È comunque brutto. ,"""어차피 싸구려였잖아."" ","""I tak jest głupia."" ","""É uma bola idiota mesmo.""",Он всё равно страшный.,Aj tak je blbá. ,Zaten aptal bir toptu.,“人笨就是不行。” ,Він все одно дурнуватий.,"そんなくだらないの、
べつに、なくなったっていいじゃん。"
Map037_EV025_Page1_6_ShowText_NameBox,ซาร่าห์,Sarah,Sarah,Sarah,Sarah,사라,Sarah,Sarah,Сара,Sarah,Sarah,Sarah,Сара,サラ
Map037_EV025_Page1_7_ShowText,โอ้ \\.ฉันจะไม่ทำมันหายอีกแล้วล่ะ!,"""Oh, \\.ich werde ihn nie mehr verlieren!""","Oh, \\.¡no la volveré a perder!","Oh, \\.j’le perdrai plus jamais !","Oh, non ti perderò mai più!","""아, \\.절대로 안 잃어버릴게!""","""Och, \\.już nigdy jej nie zgubię!""","""Ah, \\.eu nunca mais vou perdê-la!""","Ох, \\.никогда его больше не потеряю!","Oh, \\.Už ju nikdy znovu nestratím!","Oh, \\.bir daha asla kaybetmeyeceğim!",“哦，\\.我再也不会把它弄丢了！”,"О, \\.я більше ніколи його не загублю!",もう、ぜーったい、なくさないもんね！
Map037_EV025_Page1_7_ShowText_NameBox,Tommy,Tommy,Tommy,Tommy,Tommy,토미,Tommy,Tommy,Томми,Tommy,Tommy,Tommy,Томмі,トミー
Map037_EV025_Page1_8_ShowText,ฉันจะซ่อนมันไว้ \\.\\.อย่ามองนะ!,"""Ich verstecke ihn. \\.\\.Guckt weg!""",La voy a esconder. \\.\\.¡No miréis!,J’vais le cacher. \\.\\.Regarde pas !,Vado a nasconderlo. Non guardate!,"""숨겨놓고 올게요. \\.\\.눈 감아요!""","""Pójdę ją ukryć. \\.\\.Nie patrz!""","""Vou esconder. \\.\\.Não olhem!""",Я его спрячу. \\.\\.Не смотреть!,Skovám ju. \\.\\.Nepozerajte sa!,Saklayacağım. \\.\\.Bakma!,“我要把它藏起来。\\.\\.不许偷看！”,Я хочу його заховати. \\.\\.Не дивіться!,"かくしとこっと。\\.\\.
みんな、みちゃダメだよ！"
Map037_EV025_Page1_8_ShowText_NameBox,Tommy,Tommy,Tommy,Tommy,Tommy,토미,Tommy,Tommy,Томми,Tommy,Tommy,Tommy,Томмі,トミー
Map037_EV025_Page1_9_ShowText,เอ่อ \\.เราไม่มีเวลาสำหรับเรื่องนี้--\\w[2],"""Hör zu, \\.wir haben jetzt wirklich keine Zeit für --""\\w[2]","Eh, \\.no tenemos tiempo para esto--\\w[2]","Euh, \\.on n’a pas le temps pour ça...\\w[2]","Uh, non abbiamo tempo per quest--\\w[2]","""어, \\.그럴 시간은--\\w[2]","""Uch, \\.nie mamy na to cza--\\w[2]","""Hum, \\.nós não temos tempo para isso--\\w[2]","Эй, \\.у нас нет на это вре. . .\\w[2]","""Uh, \\.na toto nemáme ča--\\w[2]","""Ah, \\.bunun için vaktimiz yok--\\w[2]",“喂，\\.我们没这个功夫——\\w[2],"Ем-м-м, \\.у нас немає на це ча…\\w[2]","えーっと、\\.\\.おにいさん、
ちょっと急いでるんだけど…\\w[2]"
Map037_EV025_Page1_9_ShowText_NameBox,ดร. วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map037_EV025_Page1_10_ShowText,เอ่อ \\.ไม่มีเวลาให้เสีย--\\w[2],"""Ähm, \\.wir müssen uns eigentlich beeil--""\\w[2]","Eh, \\.no hay tiempo que perd--\\w[2]","Euh, \\.il n’y a pas de temps à perd...\\w[2]","Ehi, non c'è tempo da perd--\\w[2]","""어, \\.그럴 시간은--\\w[2]","""Uch, \\.nie mamy czasu do stra--\\w[2]","""Hum, \\.não podemos desperdiçar temp--\\w[2]","Ох, \\.не нужно сейчас тратить вре. . .\\w[2]","Uh, \\.nesmieme strácať ča--\\w[2]""","Ah, \\.kaybedecek vaktimiz yo--\\w[2]""",“喂，\\.没时间去浪费——\\w[2],"Ем-м-м, \\.ми не можемо гаяти ча…\\w[2]","えっとね、\\.\\.できれば、
ちょっと急ぎたいんだけど…\\w[2]"
Map037_EV025_Page1_10_ShowText_NameBox,ดร. โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map037_EV025_Page1_11_ShowText,โอเค \\.เสร็จแล้ว!,"""Okay, \\.fertig!""","¡Ok, \\.listo!","Hop, \\.c’est fait !","Okay, fatto!","""자, \\.눈 떠도 되요!""","""Dobra, \\.gotowe!""","""Ok, \\.pronto!""","Окей, \\.готово!","Okej, \\.hotovo!","Tamam, \\.sakladım!",“行了，\\.藏好了！”,"Окей, \\.готово!",はい、\\.\\.もういいよ！
Map037_EV025_Page1_11_ShowText_NameBox,ทอมมี่,Tommy,Tommy,Tommy,Tommy,토미,Tommy,Tommy,Томми,Tommy,Tommy,Tommy,Томмі,トミー
Map037_EV025_Page1_12_ShowText,ใช่แล้ว \\.\\.ตอนนี้ไปที่ประภาคารกันเถอะ,"""Sooooo, \\.\\.und jetzt gehen wir zum Leuchtturm.""","Claaaro, \\.\\.vamos al faro de una vez.","Bieeen, \\.\\.maintenant dirigeons-nous vers le phare.","Grande. Adesso, andiamo al faro.","""그으래, \\.\\.그럼 이제 등대로 가자.""","""Nooo tak, \\.\\.a teraz chodźmy wreszcie 
do tej latarni.""","""Ceeerto, \\.\\.agora vamos logo para o farol.""","Тааак, \\.\\.давайте теперь просто пойдём к маяку.","Jjjasné, \\.\\.a teraz sa už vydajme na maják.","Güzeeel, \\.\\.hadi şimdi deniz fenerine gidelim.",“真是闹够了，\\.\\.现在我们立刻去灯塔。”,"Та-а-ак, \\.\\.тепер давайте просто підемо до маяка.","お…おう。\\.\\.
それじゃ、灯台へ急ごうか。"
Map037_EV025_Page1_12_ShowText_NameBox,ดร. วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map037_EV025_Page1_13_ShowText,โอเค \\.\\.รีบไปที่ประภาคารนั้นกันเถอะ,"""Oookay, \\.\\.lasst uns jetzt sofort zum Leuchtturm gehen.""","Okeeey, \\.\\.vamos rápido al faro.","D’accoooord, \\.\\.dépêchons-nous d’aller au phare.","Grandioso. Adesso, dritti faro.","""아, 알았어, \\.\\.그럼 이제 등대로 가자.""","""Dooobrze, \\.\\.chodźmy już do tej latarni.""","""Peeerfeito, \\.\\.agora vamos correr para o farol.""","Ооокей, \\.\\.теперь поспешим к маяку.","Oookej, \\.\\.poponáhľajme sa na ten maják.","Tamaaam, \\.\\.hadi şu deniz fenerine gidelim artık.",“好吧，\\.\\.我们还是赶紧去灯塔吧。”,"Чу-у-удово, \\.\\.поспішімо до маяка.","…そ、そう。\\.\\.
じゃあ、灯台へ急ぎましょうか。"
Map037_EV025_Page1_13_ShowText_NameBox,ดร. โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map037_EV026_Page1_0_ShowText,ฉันเห็นมันแล้ว,"""Ich sehe ihn.""",Lo veo.,Je le vois.,Lo vedo.,"""보인다.""","""Widzę.""","""Achei.""",Вижу его.,Vidím ju.,Gördüm.,“我看见它了。”,Я бачу.,あった。
Map037_EV026_Page1_0_ShowText_NameBox,ดร.วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map037_EV026_Page1_1_ShowText,นั่นไง,"""Da ist er.""",Ahí está.,Il est ici.,Eccolo qua.,"""저깄네.""","""Tam jest.""","""Lá está.""",Вот он.,Tuto je.,Orada.,“它在那儿。”,А ось і він.,あったわ。
Map037_EV026_Page1_1_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map037_EV026_Page1_2_ShowText,ตอนนี้ไม่มีเรื่องสำคัญกว่านี้หรือไง?,"""Haben wir nicht Wichtigeres vor?""",¿No hay cosas más importantes en este momento?,Y’a pas des choses plus importantes à faire maintenant ?,"Non abbiamo da fare, scusa?","""지금 중요한 일이 있는 거 아니었어요?""","""Nie mamy teraz ważniejszych spraw?""","""Não tem coisas mais importantes agora?""",А разве у вас нет дел поважнее?,Nemáme teraz na starosti dôležitejšie veci?,Şu an daha önemli işler yok mu?,“难道现在没有比这更重要的事情了吗？”,Хіба зараз немає більш важливих речей?,"ねえねえ。\\.\\.
いそいでるんじゃないの？"
Map037_EV026_Page1_2_ShowText_NameBox,Sarah,Sarah,Sarah,Sarah,Sarah,사라,Sarah,Sarah,Сара,Sarah,Sarah,Sarah,Сара,サラ
Map037_EV026_Page1_3_ShowText,ใช่แล้ว,""". . . Eeyup.""",. . . Seh.,... Ouaip.,. . . Ohibò.,""". . . 그렇지.""",""". . . Aaaha.""",""". . . É.""",. . . Ага.,. . . Jjjop.,. . . Eeevet.,“……没错。”,…Еге ж.,そうでした…
Map037_EV026_Page1_3_ShowText_NameBox,ดร.วัตส์,Dr. Watts,Dr. Watts,Dr Watts,Dott. Watts,와츠 박사,Dr Watts,Dr. Watts,Д-р Уоттс,Dr. Watts,Dr. Watts,Dr. Watts,Д-р Воттс,ドクター・ワッツ
Map037_EV026_Page1_4_ShowText,ใช่...,"""Stimmt. . .""",Si. . . ,Ouais...,Non hai tutti i torti. . . ,"""응. . . ""","""Taaak. . . ""","""Tem. . .""",Да. . . ,To áno. . . ,Evet. . . ,“对…… ”,Так…,そうだったわね…
Map037_EV026_Page1_4_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV002_Page2_0_ShowText,รถคันนี้ร้อนฉ่าเลย,Eine brandheiße Karre.,Un flamante automóvil. ,La voiture fume encore.,Un'auto aziendale nuova fiammante. ,연기나는 뜨거워진 자동차.,Uderzająco świetny samochód. ,O carro quente do momento.,Дымящийся автомобиль. ,Dymiace auto. ,Ateşli bir araba. ,一辆冒着烟的发烫的车。,Задимлений автомобіль.,煙が上がっている
Map038_EV002_Page2_1_ShowText,รถคันนี้ร้อนฉ่าเลย,Eine brandheiße Karre.,Un flamante automóvil. ,La voiture fume encore.,Un'auto aziendale nuova fiammante. ,연기나는 뜨거워진 자동차.,Uderzająco świetny samochód. ,O carro quente do momento.,Дымящийся автомобиль. ,Dymiace auto. ,Ateşli bir araba. ,一辆冒着烟的发烫的车。,Задимлений автомобіль.,煙が上がっている
Map038_EV002_Page2_2_ShowText,รถคันนี้ร้อนฉ่าเลย,Eine <i>brand-'</i>heiße Karre.,Un <i>llameante</i> automóvil. ,La voiture fume encore.,Un'auto aziendale nuova <i>fiammante</i>. ,<i>연기나는</i> 뜨거워진 자동차. ,<i>Uderzająco</i> świetny samochód. ,O carro <i>quente</i> do momento. ,<i>Дымящийся</i> автомобиль. ,Dymiace auto. ,<i>Ateşli</i> bir araba. ,一辆<i>冒着烟的</i> 发烫的车。,<i>Задимлений</i> автомобіль.,煙が上がっている
Map038_EV002_Page3_0_ShowText,อย่างน้อยมันก็ไม่สูบแล้ว...,( Wenigstens hat es aufgehört zu qualmen. . . ),( Al menos ha dejado de echar humo. . . ),"(Au moins, elle ne fume plus...)","( Ora ha smesso di fumare, almeno. . . )",( 그래도 이제 연기는 안 나는군. . . ),( Przynajmniej przestał dymić. . . ),( Pelo menos a fumaça parou. . . ),"( По крайней мере, перестал дымиться. . . )",( Aspoň už prestalo dymiť. . . ),( En azından dumanlar kesilmiş. . . ),（ 至少它不再冒烟了…… ）,( Принаймні перестало диміти… ),（煙は、おさまったみたいね…）
Map038_EV002_Page3_0_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV002_Page5_0_ShowText,ค่าประกันนี่คงปวดหัวแน่,( Der Versicherungsaufschlag wird verdammt wehtun. ),( A la compañía de seguros no le va a gustar nada. ),(La franchise d’assurance va faire mal.),"( Non oso immaginare tutte le storie che faranno 
quelli della compagnia assicurativa. )",( 보험금 타려면 절차 좀 복잡하겠는걸. ),( Rozmowa z ubezpieczycielem będzie wesoła. ),( Vai ser um saco conseguir que o seguro cubra. ),( Теперь ещё со страховкой замучаешься. ),( Nárast poistky zabolí. ),( Sigorta işi bizi çok uğraştıracak. ),（ 保险公司赔大了。）,( Владнання справ зі страховою буде ще тим головним болем. ),（保険料の値上がり、覚悟しないと…）
Map038_EV002_Page5_0_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map038_EV005_Page1_0_ShowText,ไม่มีเวลาให้เดินเล่นแล้ว,( Keine Zeit für einen Wanderausflug. ),( No hay tiempo para andar por ahí. ),(Je n’ai pas le temps de flâner.),( Non ho tempo per curiosare. ),( 주변 구경할 시간은 없어. ),( Nie mam czasu włóczyć się po okolicy. ),( Não tenho tempo para passear. ),( Не время тут бродить. ),( Nemáme čas na potulovanie. ),( Gezinmeye zamanımız yok. ),（ 现在不是闲逛的时候。）,( Немає часу на прогулянки. ),（寄り道してる時間はない…）
Map038_EV005_Page1_0_ShowText_NameBox,ดอกเตอร์โรสลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
